"","zip","Freq","city","state","latitude","longitude"
"1202","28694",1,"West Jefferson","NC",36.375468,-81.47784
"1203","29578",1,"Myrtle Beach","SC",33.738887,-78.999561
"1204","29579",1,"Myrtle Beach","SC",33.729439,-78.97824
"1205","30103",2,"Adairsville","GA",34.368647,-84.92452
"1206","30701",1,"Calhoun","GA",34.4966,-84.93798
"1207","34601",1,"Brooksville","FL",28.566183,-82.38002
"1208","34608",1,"Spring Hill","FL",28.484316,-82.55181
"1209","35063",1,"Empire","AL",33.805216,-87.00192
"1210","35503",1,"Jasper","AL",33.907546,-87.29957
"1211","35504",1,"Jasper","AL",33.883566,-87.2125
"1212","35549",1,"Carbon Hill","AL",33.87798,-87.52728
"1213","35901",1,"Gadsden","AL",34.016747,-85.99282
"1214","35905",1,"Gadsden","AL",33.942031,-85.93993
"1215","35907",1,"Gadsden","AL",33.906415,-86.02665
"1216","35951",2,"Albertville","AL",34.313014,-86.19282
"1217","35957",1,"Boaz","AL",34.203621,-86.1728
"1218","35960",1,"Centre","AL",34.141067,-85.60472
"1219","35986",1,"Rainsville","AL",34.500878,-85.83763
"1220","35987",1,"Steele","AL",33.9117,-86.24408
"1221","35988",1,"Sylvania","AL",34.56838,-85.79646
"1222","36009",1,"Brantley","AL",31.579451,-86.3188
"1223","36064",1,"Pike Road","AL",32.318234,-86.09585
"1224","36079",1,"Troy","AL",31.780847,-85.992
"1225","36081",1,"Troy","AL",31.852825,-85.92314
"1226","36107",1,"Montgomery","AL",32.378138,-86.27905
"1227","36201",1,"Anniston","AL",33.658803,-85.85178
"1228","36203",1,"Anniston","AL",33.591301,-85.83571
"1229","36272",1,"Piedmont","AL",33.948018,-85.61491
"1230","36279",1,"Wellington","AL",33.862349,-85.89512
"1231","36521",1,"Chunchula","AL",30.965694,-88.18697
"1232","36571",1,"Saraland","AL",30.831636,-88.09386
"1233","36587",1,"Wilmer","AL",30.828988,-88.35079
"1234","36603",1,"Mobile","AL",30.688457,-88.05341
"1235","36605",1,"Mobile","AL",30.641191,-88.08222
"1236","36606",1,"Mobile","AL",30.674057,-88.10249
"1237","36607",1,"Mobile","AL",30.699539,-88.10474
"1238","36608",1,"Mobile","AL",30.69044,-88.19701
"1239","36610",2,"Mobile","AL",30.737405,-88.08201
"1240","36611",1,"Mobile","AL",30.764938,-88.08505
"1241","36612",1,"Mobile","AL",30.753155,-88.11116
"1242","36613",1,"Eight Mile","AL",30.795637,-88.1577
"1243","36617",1,"Mobile","AL",30.717539,-88.09609
"1244","37058",1,"Dover","TN",36.477136,-87.85877
"1245","37075",1,"Hendersonville","TN",36.311047,-86.61173
"1246","37115",1,"Madison","TN",36.264069,-86.70566
"1247","37175",2,"Stewart","TN",36.316042,-87.89028
"1248","37178",2,"Tennessee Ridge","TN",36.323799,-87.77676
"1249","37207",1,"Nashville","TN",36.215535,-86.77317
"1250","37216",1,"Nashville","TN",36.213004,-86.72594
"1251","37218",1,"Nashville","TN",36.206755,-86.85215
"1252","37615",1,"Johnson City","TN",36.405338,-82.44593
"1253","37660",1,"Kingsport","TN",36.547133,-82.55408
"1254","37664",1,"Kingsport","TN",36.522968,-82.51162
"1255","37665",1,"Kingsport","TN",36.583233,-82.57249
"1256","37683",1,"Mountain City","TN",36.451041,-81.81906
"1257","38340",1,"Henderson","TN",35.414454,-88.66118
"1258","38345",1,"Huron","TN",35.576402,-88.51041
"1259","38351",1,"Lexington","TN",35.658409,-88.40535
"1260","39322",1,"Buckatunna","MS",31.574589,-88.53326
"1261","39341",2,"Macon","MS",33.115598,-88.58159
"1262","39361",1,"Shuqualak","MS",32.985613,-88.57464
"1263","39367",1,"Waynesboro","MS",31.688901,-88.65623
"1264","39401",3,"Hattiesburg","MS",31.285508,-89.2799
"1265","39402",2,"Hattiesburg","MS",31.325437,-89.37926
"1266","39404",1,"Hattiesburg","MS",31.172142,-89.294772
"1267","39406",1,"Hattiesburg","MS",31.172142,-89.294772
"1268","39426",1,"Carriere","MS",30.641521,-89.65929
"1269","39429",1,"Columbia","MS",31.255242,-89.79264
"1270","39455",3,"Lumberton","MS",31.035015,-89.49561
"1271","39456",1,"McLain","MS",31.072789,-88.80915
"1272","39457",2,"McNeill","MS",30.666936,-89.673392
"1273","39464",1,"Ovett","MS",31.487531,-89.05842
"1274","39465",2,"Petal","MS",31.358823,-89.2279
"1275","39470",1,"Poplarville","MS",30.810936,-89.56435
"1276","39478",1,"Sandy Hook","MS",31.054236,-89.85553
"1277","39501",1,"Gulfport","MS",30.380597,-89.09626
"1278","39503",1,"Gulfport","MS",30.461786,-89.10381
"1279","39577",1,"Wiggins","MS",30.94336,-89.17912
"1280","39581",1,"Pascagoula","MS",30.36298,-88.52901
"1281","39739",1,"Brooksville","MS",33.243098,-88.60228
"1282","43076",1,"Thornville","OH",39.909915,-82.41013
"1283","43112",1,"Carroll","OH",39.803993,-82.70953
"1284","43730",1,"Corning","OH",39.617263,-82.09325
"1285","43731",1,"Crooksville","OH",39.742354,-82.09349
"1286","43766",1,"New Straitsville","OH",39.588854,-82.25279
"1287","45764",1,"Nelsonville","OH",39.450463,-82.22975
"1288","46031",1,"Atlanta","IN",40.211166,-86.02304
"1289","46036",2,"Elwood","IN",40.279375,-85.83761
"1290","46039",1,"Forest","IN",40.366648,-86.30867
"1291","46060",1,"Noblesville","IN",40.050109,-85.99815
"1292","46065",1,"Rossville","IN",40.427919,-86.61059
"1293","46068",1,"Sharpsville","IN",40.378829,-86.09362
"1294","46069",1,"Sheridan","IN",40.134736,-86.21885
"1295","46072",1,"Tipton","IN",40.284041,-86.04681
"1296","46750",1,"Huntington","IN",40.872261,-85.49061
"1297","46901",1,"Kokomo","IN",40.501576,-86.14677
"1298","46902",1,"Kokomo","IN",40.450623,-86.12127
"1299","46911",1,"Amboy","IN",40.614885,-85.93863
"1300","46917",1,"Camden","IN",40.626913,-86.475
"1301","46936",1,"Greentown","IN",40.482338,-85.94279
"1302","46952",1,"Marion","IN",40.58119,-85.66324
"1303","46953",1,"Marion","IN",40.53089,-85.65922
"1304","46970",1,"Peru","IN",40.753091,-86.07185
"1305","46979",1,"Russiaville","IN",40.427588,-86.26918
"1306","46987",1,"Sweetser","IN",40.569731,-85.76697
"1307","48811",1,"Carson City","MI",43.184647,-84.84871
"1308","48815",1,"Clarksville","MI",42.841491,-85.25046
"1309","48838",1,"Greenville","MI",43.1791,-85.26533
"1310","48846",1,"Ionia","MI",42.981932,-85.06679
"1311","48849",1,"Lake Odessa","MI",42.788151,-85.13565
"1312","48881",1,"Saranac","MI",42.929829,-85.20938
"1313","48897",1,"Woodland","MI",42.705285,-85.12449
"1314","49301",1,"Ada","MI",42.97252,-85.47798
"1315","49302",1,"Alto","MI",42.834137,-85.41889
"1316","49306",1,"Belmont","MI",43.078615,-85.59318
"1317","49307",1,"Big Rapids","MI",43.697651,-85.47815
"1318","49321",1,"Comstock Park","MI",43.059661,-85.67384
"1319","49328",1,"Hopkins","MI",42.634199,-85.75809
"1320","49331",1,"Lowell","MI",42.944838,-85.34928
"1321","49333",1,"Middleville","MI",42.689437,-85.46466
"1322","49341",1,"Rockford","MI",43.117214,-85.5189
"1323","49348",1,"Wayland","MI",42.681969,-85.62761
"1324","49404",1,"Coopersville","MI",43.06507,-85.94516
"1325","49408",1,"Fennville","MI",42.575519,-86.12461
"1326","49417",1,"Grand Haven","MI",43.04117,-86.19013
"1327","49418",2,"Grandville","MI",42.891709,-85.76466
"1328","49423",1,"Holland","MI",42.765918,-86.10544
"1329","49426",1,"Hudsonville","MI",42.873302,-85.87861
"1330","49451",1,"Ravenna","MI",43.200998,-85.96376
"1331","49503",1,"Grand Rapids","MI",42.964176,-85.65885
"1332","49504",1,"Grand Rapids","MI",42.977925,-85.69733
"1333","49505",1,"Grand Rapids","MI",43.000076,-85.64785
"1334","49507",1,"Grand Rapids","MI",42.933077,-85.65435
"1335","49508",1,"Grand Rapids","MI",42.876661,-85.62856
"1336","49519",1,"Wyoming","MI",42.89,-85.72
"1337","49525",1,"Grand Rapids","MI",43.022199,-85.61168
"1338","49546",1,"Grand Rapids","MI",42.927801,-85.54582
"1339","49548",3,"Grand Rapids","MI",42.868228,-85.66391
"1340","54106",1,"Black Creek","WI",44.472424,-88.45746
"1341","54113",1,"Combined Locks","WI",44.264904,-88.312
"1342","54115",1,"De Pere","WI",44.42042,-88.07896
"1343","54126",1,"Greenleaf","WI",44.291766,-88.05059
"1344","54130",2,"Kaukauna","WI",44.293197,-88.25922
"1345","54911",1,"Appleton","WI",44.276986,-88.39445
"1346","54913",2,"Appleton","WI",44.322836,-88.40492
"1347","54914",2,"Appleton","WI",44.267411,-88.4383
"1348","54915",1,"Appleton","WI",44.244753,-88.37783
"1349","54942",1,"Greenville","WI",44.29382,-88.53557
"1350","54944",1,"Hortonville","WI",44.333183,-88.6167
"1351","54961",1,"New London","WI",44.394143,-88.75521
"1352","60002",1,"Antioch","IL",42.46617,-88.09995
"1353","60005",1,"Arlington Heights","IL",42.069327,-87.98464
"1354","60010",3,"Barrington","IL",42.160791,-88.15231
"1355","60012",1,"Crystal Lake","IL",42.265643,-88.31664
"1356","60013",2,"Cary","IL",42.217523,-88.24338
"1357","60014",1,"Crystal Lake","IL",42.226623,-88.33066
"1358","60015",1,"Deerfield","IL",42.169325,-87.86556
"1359","60016",1,"Des Plaines","IL",42.047178,-87.89058
"1360","60018",1,"Des Plaines","IL",42.008429,-87.89234
"1361","60020",1,"Fox Lake","IL",42.409445,-88.17822
"1362","60021",1,"Fox River Grove","IL",42.194946,-88.21676
"1363","60022",1,"Glencoe","IL",42.130976,-87.76252
"1364","60025",1,"Glenview","IL",42.07672,-87.81922
"1365","60026",1,"Glenview Nas","IL",41.811929,-87.68732
"1366","60035",1,"Highland Park","IL",42.181875,-87.80956
"1367","60041",1,"Ingleside","IL",42.372721,-88.15303
"1368","60043",1,"Kenilworth","IL",42.088128,-87.716
"1369","60046",2,"Lake Villa","IL",42.410687,-88.05462
"1370","60047",3,"Lake Zurich","IL",42.199957,-88.05859
"1371","60048",1,"Libertyville","IL",42.290922,-87.95169
"1372","60050",1,"Mchenry","IL",42.348406,-88.24769
"1373","60051",3,"Mchenry","IL",42.324761,-88.452481
"1374","60053",1,"Morton Grove","IL",42.041999,-87.78882
"1375","60056",1,"Mount Prospect","IL",42.065427,-87.93621
"1376","60062",1,"Northbrook","IL",42.124576,-87.84303
"1377","60064",1,"North Chicago","IL",42.326072,-87.85202
"1378","60068",1,"Park Ridge","IL",42.01183,-87.84158
"1379","60069",2,"Lincolnshire","IL",42.188074,-87.92717
"1380","60070",1,"Prospect Heights","IL",42.105576,-87.92816
"1381","60073",2,"Round Lake","IL",42.366253,-88.09647
"1382","60074",1,"Palatine","IL",42.143819,-88.02546
"1383","60076",2,"Skokie","IL",42.03618,-87.7321
"1384","60077",1,"Skokie","IL",42.033313,-87.75764
"1385","60081",2,"Spring Grove","IL",42.441869,-88.22167
"1386","60085",1,"Waukegan","IL",42.361271,-87.86187
"1387","60087",1,"Waukegan","IL",42.404272,-87.86525
"1388","60090",1,"Wheeling","IL",42.131526,-87.92958
"1389","60091",1,"Wilmette","IL",42.077178,-87.72373
"1390","60093",1,"Winnetka","IL",42.104127,-87.75016
"1391","60098",1,"Woodstock","IL",42.316121,-88.43884
"1392","60099",1,"Zion","IL",42.451371,-87.84862
"1393","60101",1,"Addison","IL",41.931573,-88.00222
"1394","60102",2,"Algonquin","IL",42.17315,-88.31849
"1395","60103",2,"Bartlett","IL",41.977477,-88.17257
"1396","60104",1,"Bellwood","IL",41.882924,-87.87642
"1397","60106",1,"Bensenville","IL",41.956479,-87.95117
"1398","60107",1,"Streamwood","IL",42.023977,-88.17657
"1399","60108",1,"Bloomingdale","IL",41.94954,-88.08256
"1400","60110",1,"Carpentersville","IL",42.121188,-88.27227
"1401","60115",1,"Dekalb","IL",41.924127,-88.74617
"1402","60118",2,"Dundee","IL",42.101502,-88.28891
